,Branch Number,Branch Street Address Street Address1,Branch City Name,Branch State Code,Branch Postal Code Postal Code,Branch Close Date ID,Fulladdress,Latitude,Longitude,is_closed_branch
328,577,709 DAVE LYLE BLVD.,ROCK HILL,SC,29730,12/31/9999,709 DAVE LYLE BLVD. ROCK HILL SC 29730,34.931381,-81.017011,0
329,578,217 INDUSTRIAL DRIVE,GREENVILLE,SC,29607,12/31/9999,217 INDUSTRIAL DRIVE GREENVILLE SC 29607,34.835946,-82.351211,0
330,579,289 ALICE STREET,SPARTANBURG,SC,29303,12/31/9999,289 ALICE STREET SPARTANBURG SC 29303,34.978551,-81.971801,0
331,581,104 NORTHWEST DRIVE,ANDERSON,SC,29625,12/31/9999,104 NORTHWEST DRIVE ANDERSON SC 29625,34.532375,-82.686163,0
332,584,412 EAST HIGHWAY 90,LITTLE RIVER,SC,29566,12/31/9999,412 EAST HIGHWAY 90 LITTLE RIVER SC 29566,33.862683,-78.648733,0
333,590,320 ROSS AVENUE,EASLEY,SC,29640,12/31/9999,320 ROSS AVENUE EASLEY SC 29640,34.816872,-82.606822,0
334,592,10 FINCH ST,HILTON HEAD ISLAND,SC,29926,12/31/9999,10 FINCH ST HILTON HEAD ISLAND SC 29926,32.228101,-80.697892,0
335,593,300 WEST ROBLES AVE ST J,SANTA ROSA,CA,95407,12/31/9999,300 WEST ROBLES AVE ST J SANTA ROSA CA 95407,38.394427,-122.720643,0
336,595,909 HAWKINS,EL PASO,TX,79915,12/31/9999,909 HAWKINS EL PASO TX 79915,31.762811,-106.379552,0
337,596,9705 SOUTH 600 WEST,SANDY,UT,84070,12/31/9999,9705 SOUTH 600 WEST SANDY UT 84070,40.576102,-111.908697,0
338,597,308 W ROBLES AVE,SANTA ROSA,CA,95407,12/31/9999,308 W ROBLES AVE SANTA ROSA CA 95407,38.3945,-122.721235,0
339,598,9705 SOUTH 600 WEST,SANDY,UT,84070,12/31/9999,9705 SOUTH 600 WEST SANDY UT 84070,40.576102,-111.908697,0
340,599,300 WEST ROBLES AVE STE J,SANTA ROSA,CA,95407,12/31/9999,300 WEST ROBLES AVE STE J SANTA ROSA CA 95407,38.394427,-122.720643,0
341,600,2904 S ANGUS AVE,FRESNO,CA,93725,12/31/9999,2904 S ANGUS AVE FRESNO CA 93725,36.696399,-119.776542,0
342,601,300 WEST ROBLES AVE STE J,SANTA ROSA,CA,95407,12/31/9999,300 WEST ROBLES AVE STE J SANTA ROSA CA 95407,38.394427,-122.720643,0
343,602,2065 COMMERCE AVENUE,CONCORD,CA,94520,12/31/9999,2065 COMMERCE AVENUE CONCORD CA 94520,37.974974,-122.047162,0
344,603,6727 PRESTON AVE,LIVERMORE,CA,94551,12/31/9999,6727 PRESTON AVE LIVERMORE CA 94551,37.709616,-121.714493,0
345,604,3000 ORANGE GROVE AVE,NORTH HIGHLANDS,CA,95660,12/31/9999,3000 ORANGE GROVE AVE NORTH HIGHLANDS CA 95660,38.645772,-121.392875,0
346,605,549-A BRUNKEN AVENUE,SALINAS,CA,93901,12/31/9999,549-A BRUNKEN AVENUE SALINAS CA 93901,36.66449,-121.640797,0
347,606,824 CHERRY ST,CHICO,CA,95926,12/31/9999,824 CHERRY ST CHICO CA 95926,39.737147,-121.856948,0
348,607,2138 ZANKER ROAD,SAN JOSE,CA,95131,12/31/9999,2138 ZANKER ROAD SAN JOSE CA 95131,37.375788,-121.911591,0
349,608,428 N. CANAL STREET,SOUTH SAN FRANCISCO,CA,94080,12/31/9999,428 N. CANAL STREET SOUTH SAN FRANCISCO CA 94080,37.651906,-122.418759,0
350,609,5449 E. LAMONA AVE.,FRESNO,CA,93727,12/31/9999,5449 E. LAMONA AVE. FRESNO CA 93727,36.760754,-119.706684,0
351,610,1295 N.EMERALD AVENUE,MODESTO,CA,95351,12/31/9999,1295 N.EMERALD AVENUE MODESTO CA 95351,37.623601,-120.996324,0
352,611,695 EAST PAIGE,TULARE,CA,93274,12/31/9999,695 EAST PAIGE TULARE CA 93274,36.182015,-119.338115,0
353,612,180 HEGENBERGER LOOP,OAKLAND,CA,94621,12/31/9999,180 HEGENBERGER LOOP OAKLAND CA 94621,37.736182,-122.195283,0
354,613,25882 SOUTH CORPORATE COURT,TRACY,CA,95377,12/31/9999,25882 SOUTH CORPORATE COURT TRACY CA 95377,37.718623,-121.524004,0
355,614,131 W 33RD ST,NATIONAL CITY,CA,91950,12/31/9999,131 W 33RD ST NATIONAL CITY CA 91950,32.653614,-117.099676,0
356,615,241 MARKET PL,ESCONDIDO,CA,92029,12/31/9999,241 MARKET PL ESCONDIDO CA 92029,33.120048,-117.111231,0
357,624,2375 DAVIS STREET,SAN LEANDRO,CA,94577,12/31/9999,2375 DAVIS STREET SAN LEANDRO CA 94577,37.714871,-122.191674,0
358,650,811 EAST WATERMAN SUITE B,WICHITA,KS,67202,12/31/9999,811 EAST WATERMAN SUITE B WICHITA KS 67202,37.68241,-97.329696,0
359,651,401 EAST ELM ST,SALINA,KS,67401,12/31/9999,401 EAST ELM ST SALINA KS 67401,38.845115,-97.605532,0
360,655,3802 ELLIOT AVE,SPRINGDALE,AR,72762,12/31/9999,3802 ELLIOT AVE SPRINGDALE AR 72762,36.176712,-94.172055,0
361,657,13405 I CIRCLE,OMAHA,NE,68137,12/31/9999,13405 I CIRCLE OMAHA NE 68137,41.216461,-96.123567,0
362,658,13718 C ST.,OMAHA,NE,68144,12/31/9999,13718 C ST. OMAHA NE 68144,41.222476,-96.126645,0
363,659,208 NW PLAZA DRIVE,RIVERSIDE,MO,64150,12/31/9999,208 NW PLAZA DRIVE RIVERSIDE MO 64150,39.165981,-94.610525,0
364,660,600 NW LIBBY LANE,LEES SUMMIT,MO,64063,12/31/9999,600 NW LIBBY LANE LEES SUMMIT MO 64063,38.924368,-94.399856,0
365,661,2044 NORTHERN,WICHITA,KS,67216,12/31/9999,2044 NORTHERN WICHITA KS 67216,37.641122,-97.315164,0
366,662,809 LEVEE DRIVE,MANHATTAN,KS,66502,12/31/9999,809 LEVEE DRIVE MANHATTAN KS 66502,39.19326,-96.542126,0
367,663,13530 I CIRCLE,OMAHA,NE,68137,12/31/9999,13530 I CIRCLE OMAHA NE 68137,41.217545,-96.124417,0
368,664,1401 VILLAGE DR.,SAINT JOSEPH,MO,64506,12/31/9999,1401 VILLAGE DR. SAINT JOSEPH MO 64506,39.778978,-94.799914,0
369,667,5338 WINNER ROAD,KANSAS CITY,MO,64127,12/31/9999,5338 WINNER ROAD KANSAS CITY MO 64127,39.098146,-94.523195,0
370,668,3107 S PLATTE RIVER DR,ENGLEWOOD,CO,80110,12/31/9999,3107 S PLATTE RIVER DR ENGLEWOOD CO 80110,39.660427,-105.003108,0
371,670,2300 FRANKLIN DRIVE,FORT WORTH,TX,76106,12/31/9999,2300 FRANKLIN DRIVE FORT WORTH TX 76106,32.82593,-97.32269,0
372,676,703 EDGEWOOD RD,WILKESBORO,NC,28697,12/31/9999,703 EDGEWOOD RD WILKESBORO NC 28697,36.13435,-81.140275,0
373,678,1000 NORWALK AVE STE A/B,GREENSBORO,NC,27407,12/31/9999,1000 NORWALK AVE STE A/B GREENSBORO NC 27407,36.055174,-79.87181,0
374,679,3460 AIRPORT BLVD,WILSON,NC,27896,12/31/9999,3460 AIRPORT BLVD WILSON NC 27896,35.764874,-77.947871,0
375,680,3301-E WOODPARK BLVD,CHARLOTTE,NC,28206,12/31/9999,3301-E WOODPARK BLVD CHARLOTTE NC 28206,35.270581,-80.824485,0
376,681,1235 WICKER DR.,RALEIGH,NC,27604,12/31/9999,1235 WICKER DR. RALEIGH NC 27604,35.809912,-78.61871,0
377,682,918 KATHERINE AVE,KNOXVILLE,TN,37921,12/31/9999,918 KATHERINE AVE KNOXVILLE TN 37921,35.987856,-83.951873,0
378,683,394-B N. GREEN MEADOWS DRIVE,WILMINGTON,NC,28405,12/31/9999,394-B N. GREEN MEADOWS DRIVE WILMINGTON NC 28405,34.25981,-77.847929,0
379,686,1915 S MAIN ST.,SALISBURY,NC,28144,12/31/9999,1915 S MAIN ST. SALISBURY NC 28144,35.652081,-80.498058,0
380,687,21 MCARTHUR LANE,ASHEVILLE,NC,28803,12/31/9999,21 MCARTHUR LANE ASHEVILLE NC 28803,35.572669,-82.524768,0
381,688,501 W. MAIN AVENUE,GASTONIA,NC,28052,12/31/9999,501 W. MAIN AVENUE GASTONIA NC 28052,35.263682,-81.190021,0
382,690,101 PATRICK COURT,ROCKY MOUNT,NC,27804,12/31/9999,101 PATRICK COURT ROCKY MOUNT NC 27804,35.965122,-77.835076,0
383,699,10460 SHADY TRAIL,DALLAS,TX,75220,12/31/9999,10460 SHADY TRAIL DALLAS TX 75220,32.865789,-96.890418,0
384,702,1420 N. MLK PARKWAY,BEAUMONT,TX,77701,12/31/9999,1420 N. MLK PARKWAY BEAUMONT TX 77701,30.073712,-94.109705,0
385,703,"4575 PROGRESS ROAD, SUITE D",NORFOLK,VA,23502,12/31/9999,"4575 PROGRESS ROAD, SUITE D NORFOLK VA 23502",36.865063,-76.232523,0
386,706,7007 FAIRGROUNDS PKWY,SAN ANTONIO,TX,78238,12/31/9999,7007 FAIRGROUNDS PKWY SAN ANTONIO TX 78238,29.458302,-98.618302,0
387,707,523 URBAN LOOP,SAN ANTONIO,TX,78204,12/31/9999,523 URBAN LOOP SAN ANTONIO TX 78204,29.421713,-98.500265,0
388,709,117 VISTA CENTRE DR,FOREST,VA,24551,12/31/9999,117 VISTA CENTRE DR FOREST VA 24551,37.308775,-79.265164,0
389,710,3192 N SHADELAND AVE,INDIANAPOLIS,IN,46226,12/31/9999,3192 N SHADELAND AVE INDIANAPOLIS IN 46226,39.815714,-86.045829,0
390,711,2110 TOMLYNN ST,RICHMOND,VA,23230,12/31/9999,2110 TOMLYNN ST RICHMOND VA 23230,37.579196,-77.47993,0
391,712,517 E CEDAR BLDG A,MCALLEN,TX,78501,12/31/9999,517 E CEDAR BLDG A MCALLEN TX 78501,26.202828,-98.208562,0
392,713,916 WEST STREET,CHARLOTTESVILLE,VA,22903,12/31/9999,916 WEST STREET CHARLOTTESVILLE VA 22903,38.036641,-78.490109,0
393,715,405 DELLWOOD,BRYAN,TX,77801,12/31/9999,405 DELLWOOD BRYAN TX 77801,30.642573,-96.356722,0
394,716,11501 HULLOW VILLAGE LOOP,MIDLOTHIAN,VA,23112,12/31/9999,11501 HULLOW VILLAGE LOOP MIDLOTHIAN VA 23112,37.460209,-77.664819,0
395,721,3907 PRESCOTT ROAD,ALEXANDRIA,LA,71301,12/31/9999,3907 PRESCOTT ROAD ALEXANDRIA LA 71301,31.276882,-92.468758,0
396,725,451 ARTESIAN PLAZA DRIVE,HUMBLE,TX,77338,12/31/9999,451 ARTESIAN PLAZA DRIVE HUMBLE TX 77338,30.00008,-95.253237,0
397,727,3500 EAST PARKWAY STREET,GROVES,TX,77619,12/31/9999,3500 EAST PARKWAY STREET GROVES TX 77619,29.941262,-93.915691,0
398,728,807 W. PRICE ROAD,BROWNSVILLE,TX,78520,12/31/9999,807 W. PRICE ROAD BROWNSVILLE TX 78520,25.937507,-97.509803,0
399,730,11850 HEMPSTEAD HWY. SUITE 210,HOUSTON,TX,77092,12/31/9999,11850 HEMPSTEAD HWY. SUITE 210 HOUSTON TX 77092,29.821403,-95.487569,0
400,734,2822 EAST BUSTAMANTE STREET,LAREDO,TX,78041,12/31/9999,2822 EAST BUSTAMANTE STREET LAREDO TX 78041,27.534355,-99.474367,0
401,735,451 ARTESIAN PLAZA DR.,HUMBLE,TX,77338,12/31/9999,451 ARTESIAN PLAZA DR. HUMBLE TX 77338,30.00008,-95.253237,0
402,736,1405 SANDRA STREET,MORGAN CITY,LA,70380,12/31/9999,1405 SANDRA STREET MORGAN CITY LA 70380,29.695814,-91.190564,0
403,737,1231 PRICE PLAZA DR.,KATY,TX,77449,12/31/9999,1231 PRICE PLAZA DR. KATY TX 77449,29.310126,-96.079169,0
404,739,325 SOUTH VAN AVENUE,HOUMA,LA,70363,12/31/9999,325 SOUTH VAN AVENUE HOUMA LA 70363,29.583154,-90.705227,0
405,745,13903 MUSCATINE STREET,HOUSTON,TX,77015,12/31/9999,13903 MUSCATINE STREET HOUSTON TX 77015,29.772528,-95.177853,0
406,751,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
407,752,149 EASY STREET,LAFAYETTE,LA,70506,12/31/9999,149 EASY STREET LAFAYETTE LA 70506,30.220784,-92.061788,0
408,753,2642 MEEKER DRIVE,BATON ROUGE,LA,70814,12/31/9999,2642 MEEKER DRIVE BATON ROUGE LA 70814,30.473091,-91.077727,0
409,754,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
410,755,217 44TH STREET,CORPUS CHRISTI,TX,78417,12/31/9999,217 44TH STREET CORPUS CHRISTI TX 78417,27.783794,-97.442246,0
411,757,902 WEST JACKSON,HARLINGEN,TX,78550,12/31/9999,902 WEST JACKSON HARLINGEN TX 78550,26.192815,-97.704428,0
412,758,3104 COMMON ST.,LAKE CHARLES,LA,70601,12/31/9999,3104 COMMON ST. LAKE CHARLES LA 70601,30.201132,-93.2141,0
413,760,1235 HIGHWAY 1 NORTH,GREENVILLE,MS,38703,12/31/9999,1235 HIGHWAY 1 NORTH GREENVILLE MS 38703,33.424482,-91.038666,0
414,762,412 LIBERTY ROAD,NATCHEZ,MS,39120,12/31/9999,412 LIBERTY ROAD NATCHEZ MS 39120,31.543687,-91.365825,0
415,799,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
416,800,250 BALLARDVALE STREET,WILMINGTON,MA,1887,12/31/9999,250 BALLARDVALE STREET WILMINGTON MA 01887,42.583912,-71.157738,0
417,801,250 BALLARDVALE STREET,WILMINGTON,MA,1887,12/31/9999,250 BALLARDVALE STREET WILMINGTON MA 01887,42.583912,-71.157738,0
418,802,78 RIVER ROAD,BRAINTREE,MA,2184,12/31/9999,78 RIVER ROAD BRAINTREE MA 02184,42.220105,-70.999607,0
419,803,111B PINETREE IND. PKWY,PORTLAND,ME,4103,12/31/9999,111B PINETREE IND. PKWY PORTLAND ME 04103,43.668416,-70.327777,0
420,804,68 CAREY CIRCLE,HAMPDEN,ME,4444,12/31/9999,68 CAREY CIRCLE HAMPDEN ME 04444,44.968461,-68.637344,0
421,805,203 CONCORD ST - SUITE 431,PAWTUCKET,RI,2861,12/31/9999,203 CONCORD ST - SUITE 431 PAWTUCKET RI 02861,41.487552,-71.144568,0
422,806,155 NORTHBORO ROAD,SOUTHBOROUGH,MA,1772,12/31/9999,155 NORTHBORO ROAD SOUTHBOROUGH MA 01772,42.31522,-71.57738,0
423,807,19 WAREHOUSE ROW,ALBANY,NY,12205,12/31/9999,19 WAREHOUSE ROW ALBANY NY 12205,42.701723,-73.825277,0
424,809,10 LIBERTY DRIVE,LONDONDERRY,NH,3053,12/31/9999,10 LIBERTY DRIVE LONDONDERRY NH 03053,42.914964,-71.36481,0
425,810,4 ARMAND LANE,WILLISTON,VT,5495,12/31/9999,4 ARMAND LANE WILLISTON VT 05495,44.450167,-73.130124,0
426,811,599 COMMERCE DRIVE,FALL RIVER,MA,2721,12/31/9999,599 COMMERCE DRIVE FALL RIVER MA 02721,41.792859,-71.325147,0
427,812,2 NORTHROP IND. PK. RD. W.,WALLINGFORD,CT,6492,12/31/9999,2 NORTHROP IND. PK. RD. W. WALLINGFORD CT 06492,41.482019,-72.772471,0
428,814,250 BALLARDVALE STREET,WILMINGTON,MA,1887,12/31/9999,250 BALLARDVALE STREET WILMINGTON MA 01887,42.583912,-71.157738,0
429,815,57 HICKS AVENUE,MEDFORD,MA,2155,12/31/9999,57 HICKS AVENUE MEDFORD MA 02155,42.401352,-71.102646,0
430,816,6100 MAUTZ ROAD,SYRACUSE,NY,13206,12/31/9999,6100 MAUTZ ROAD SYRACUSE NY 13206,43.088632,-76.099813,0
431,817,155 NORTHBORO RAOD,SOUTHBOROUGH,MA,1772,12/31/9999,155 NORTHBORO RAOD SOUTHBOROUGH MA 01772,42.31522,-71.57738,0
432,818,RARITAN CENTER,EDISON,NJ,8837,12/31/9999,RARITAN CENTER EDISON NJ 08837,40.520886,-74.339084,0
433,819,10 LIBERTY DRIVE,LONDONDERRY,NH,3053,12/31/9999,10 LIBERTY DRIVE LONDONDERRY NH 03053,42.914964,-71.36481,0
434,865,"3203 LONGHORN BLVD, STE. 102",AUSTIN,TX,78758,12/31/9999,"3203 LONGHORN BLVD, STE. 102 AUSTIN TX 78758",30.382697,-97.730353,0
435,867,831 HIGHWAY 146,TEXAS CITY,TX,77590,12/31/9999,831 HIGHWAY 146 TEXAS CITY TX 77590,29.391348,-94.951162,0
436,875,1117 AVENUE G,ROSENBERG,TX,77471,12/31/9999,1117 AVENUE G ROSENBERG TX 77471,29.559114,-95.816306,0
437,876,2200 I-35 SOUTH,SAN MARCOS,TX,78666,12/31/9999,2200 I-35 SOUTH SAN MARCOS TX 78666,29.911452,-97.898501,0
438,880,4104 ALLENBROOK,BAYTOWN,TX,77521,12/31/9999,4104 ALLENBROOK BAYTOWN TX 77521,29.766919,-94.971729,0
439,884,214 NEWPORT BLVD.,LEAGUE CITY,TX,77573,12/31/9999,214 NEWPORT BLVD. LEAGUE CITY TX 77573,29.500246,-95.118932,0
440,887,3151 S. TREADAWAY BLVD.,ABILENE,TX,79602,12/31/9999,3151 S. TREADAWAY BLVD. ABILENE TX 79602,32.412498,-99.742331,0
441,889,6035 WEST 45TH ST. SUITE D,LUBBOCK,TX,79407,12/31/9999,6035 WEST 45TH ST. SUITE D LUBBOCK TX 79407,33.553327,-101.945502,0
442,891,2020 MLK BLVD.,SAN ANGELO,TX,76903,12/31/9999,2020 MLK BLVD. SAN ANGELO TX 76903,31.484819,-100.43787,0
443,895,3200 WILCREST DRIVE,HOUSTON,TX,77042,12/31/9999,3200 WILCREST DRIVE HOUSTON TX 77042,29.729019,-95.57173,0
444,896,2931 ATKINSON AVENUE,KILLEEN,TX,76543,12/31/9999,2931 ATKINSON AVENUE KILLEEN TX 76543,31.114155,-97.700994,0
445,897,3200 WILCREST DRIVE,HOUSTON,TX,77042,12/31/9999,3200 WILCREST DRIVE HOUSTON TX 77042,29.729019,-95.57173,0
446,898,3200 WILCREST DR.,HOUSTON,TX,77042,12/31/9999,3200 WILCREST DR. HOUSTON TX 77042,29.729019,-95.57173,0
447,899,149 EASY STREET,LAFAYETTE,LA,70506,12/31/9999,149 EASY STREET LAFAYETTE LA 70506,30.220784,-92.061788,0
448,900,RESERVED FOR TSS,BALDWIN PARK,CA,91706,12/31/9999,RESERVED FOR TSS BALDWIN PARK CA 91706,34.111969,-117.935514,0
449,901,666 E.H. CRUMP BLVD.,MEMPHIS,TN,38126,12/31/9999,666 E.H. CRUMP BLVD. MEMPHIS TN 38126,35.12487,-90.039003,0
450,902,1520 EAST 4TH STREET,LITTLE ROCK,AR,72202,12/31/9999,1520 EAST 4TH STREET LITTLE ROCK AR 72202,34.744167,-92.253552,0
451,903,1450 POPLAR LANE,NASHVILLE,TN,37210,12/31/9999,1450 POPLAR LANE NASHVILLE TN 37210,36.141256,-86.72565,0
452,904,3744 AIR PARK (EAST),MEMPHIS,TN,38118,12/31/9999,3744 AIR PARK (EAST) MEMPHIS TN 38118,35.050838,-89.931367,0
453,905,120 W. RANKIN STREET,JACKSON,MS,39201,12/31/9999,120 W. RANKIN STREET JACKSON MS 39201,32.286377,-90.189059,0
454,906,5103 WHEELER AVE.,FORT SMITH,AR,72901,12/31/9999,5103 WHEELER AVE. FORT SMITH AR 72901,35.335518,-94.427176,0
455,907,1899 THOMAS RD. (NORTH),MEMPHIS,TN,38134,12/31/9999,1899 THOMAS RD. (NORTH) MEMPHIS TN 38134,35.177322,-89.887623,0
456,908,2800 BOB WALLACE AVE. SW,HUNTSVILLE,AL,35805,12/31/9999,2800 BOB WALLACE AVE. SW HUNTSVILLE AL 35805,34.711323,-86.603056,0
457,909,2084 NEW ASHLAND CITY RD.,CLARKSVILLE,TN,37043,12/31/9999,2084 NEW ASHLAND CITY RD. CLARKSVILLE TN 37043,36.513182,-87.313447,0
458,910,4001 LAKE FRONT CT.,EARTH CITY,MO,63045,12/31/9999,4001 LAKE FRONT CT. EARTH CITY MO 63045,38.765959,-90.466729,0
459,911,2156 E. CHESTNUT EXP,SPRINGFIELD,MO,65802,12/31/9999,2156 E. CHESTNUT EXP SPRINGFIELD MO 65802,37.210958,-93.254017,0
460,912,920 PARK AVE.,MURFREESBORO,TN,37129,12/31/9999,920 PARK AVE. MURFREESBORO TN 37129,35.837222,-86.396792,0
461,913,121 WEST COUNTY LINE RD.,SPRINGDALE,AR,72764,12/31/9999,121 WEST COUNTY LINE RD. SPRINGDALE AR 72764,36.210316,-94.130558,0
462,914,265 WOODRUFF STREET,JACKSON,TN,38301,12/31/9999,265 WOODRUFF STREET JACKSON TN 38301,35.613751,-88.830937,0
463,915,4137 PARKWAY DR.,FLORENCE,AL,35630,12/31/9999,4137 PARKWAY DR. FLORENCE AL 35630,34.863271,-87.656393,0
464,917,620 CHESTERHACK DRIVE,PADUCAH,KY,42003,12/31/9999,620 CHESTERHACK DRIVE PADUCAH KY 42003,37.06511,-88.605407,0
465,918,5210 STADIUM BLVD.,JONESBORO,AR,72404,12/31/9999,5210 STADIUM BLVD. JONESBORO AR 72404,35.749549,-90.692245,0
466,919,1521 E. 9TH STREET,HOPKINSVILLE,KY,42240,12/31/9999,1521 E. 9TH STREET HOPKINSVILLE KY 42240,36.8546,-87.476333,0
467,920,1519 N. MAIN STREET,HATTIESBURG,MS,39401,12/31/9999,1519 N. MAIN STREET HATTIESBURG MS 39401,31.339754,-89.301801,0
468,921,103 N SHILOH DR,MOUNT VERNON,IL,62864,12/31/9999,103 N SHILOH DR MOUNT VERNON IL 62864,38.310689,-88.968872,0
469,922,1846 INTERNATIONAL DRIVE,TUPELO,MS,38804,12/31/9999,1846 INTERNATIONAL DRIVE TUPELO MS 38804,34.226881,-88.699325,0
470,923,3430 CONSTITUTION DRIVE,SPRINGFIELD,IL,62711,12/31/9999,3430 CONSTITUTION DRIVE SPRINGFIELD IL 62711,39.750574,-89.716577,0
471,924,BAKER DISTRIBUTING COMPANY,HOUSTON,TX,77009,12/31/9999,BAKER DISTRIBUTING COMPANY HOUSTON TX 77009,29.821057,-95.40499,0
472,950,16253 ORNELAS ST,BALDWIN PARK,CA,91706,12/31/9999,16253 ORNELAS ST BALDWIN PARK CA 91706,34.111056,-117.932241,0
473,951,3955 W. SUNSET BLVD.,LAS VEGAS,NV,89118,12/31/9999,3955 W. SUNSET BLVD. LAS VEGAS NV 89118,36.071659,-115.193894,0
474,960,14610 BREAKERS DR.,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR. JACKSONVILLE FL 32258,30.156591,-81.560415,0
475,961,9705 SOUTH 600 WEST,SANDY,UT,84070,12/31/9999,9705 SOUTH 600 WEST SANDY UT 84070,40.576102,-111.908697,0
476,962,9705 SOUTH 600 WEST,SANDY,UT,84070,12/31/9999,9705 SOUTH 600 WEST SANDY UT 84070,40.576102,-111.908697,0
477,964,2774 INDUSTRIAL DR,OGDEN,UT,84401,12/31/9999,2774 INDUSTRIAL DR OGDEN UT 84401,41.21591,-112.01408,0
478,965,464 SOUTH COMMERCE RD,OREM,UT,84058,12/31/9999,464 SOUTH COMMERCE RD OREM UT 84058,40.288582,-111.729242,0
479,966,918 W 700 N STE 104,LOGAN,UT,84321,12/31/9999,918 W 700 N STE 104 LOGAN UT 84321,41.718821,-111.848785,0
480,967,296 NORTH INDUSTRIAL RD,SAINT GEORGE,UT,84770,12/31/9999,296 NORTH INDUSTRIAL RD SAINT GEORGE UT 84770,37.112106,-113.56049,0
481,971,2215 W. LONE CACTUS,PHOENIX,AZ,85027,12/31/9999,2215 W. LONE CACTUS PHOENIX AZ 85027,33.680075,-112.1068,0
482,972,2250 W. BROADWAY RD. STE 109,MESA,AZ,85202,12/31/9999,2250 W. BROADWAY RD. STE 109 MESA AZ 85202,33.407648,-111.877875,0
483,973,526 E. 16TH STREET,TUCSON,AZ,85701,12/31/9999,526 E. 16TH STREET TUCSON AZ 85701,32.214607,-110.962125,0
484,978,5449 E. LAMONA AVE.,FRESNO,CA,93727,12/31/9999,5449 E. LAMONA AVE. FRESNO CA 93727,36.760754,-119.706684,0
485,979,149 UNION AVENUE,BAKERSFIELD,CA,93307,12/31/9999,149 UNION AVENUE BAKERSFIELD CA 93307,35.357094,-119.002907,0
486,981,16253 ORNELAS ST.,BALDWIN PARK,CA,91706,12/31/9999,16253 ORNELAS ST. BALDWIN PARK CA 91706,34.111056,-117.932241,0
487,982,1261 W 9TH STREET,UPLAND,CA,91786,12/31/9999,1261 W 9TH STREET UPLAND CA 91786,34.096097,-117.671569,0
488,983,9610 DESOTO AVENUE,CHATSWORTH,CA,91311,12/31/9999,9610 DESOTO AVENUE CHATSWORTH CA 91311,34.24494,-118.588471,0
489,984,26008 BUSINESS CENTER DR,REDLANDS,CA,92374,12/31/9999,26008 BUSINESS CENTER DR REDLANDS CA 92374,34.065265,-117.237658,0
490,985,3020 S. KILSON DR.,SANTA ANA,CA,92707,12/31/9999,3020 S. KILSON DR. SANTA ANA CA 92707,33.72238,-117.86153,0
491,986,899 INDUSTRY WAY,EL CENTRO,CA,92243,12/31/9999,899 INDUSTRY WAY EL CENTRO CA 92243,32.781517,-115.527787,0
492,987,11636 TUXFORD ST,SUN VALLEY,CA,91352,12/31/9999,11636 TUXFORD ST SUN VALLEY CA 91352,34.224186,-118.385594,0
493,988,CLOSED LOCATION,RIVERSIDE,CA,92507,12/31/9999,CLOSED LOCATION RIVERSIDE CA 92507,33.947715,-117.328502,0
494,998,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
495,999,BAKER WRITE-OFF,JACKSONVILLE,FL,32258,12/31/9999,BAKER WRITE-OFF JACKSONVILLE FL 32258,30.334207,-81.690339,0
